Sentences,غصہ,نفرت,خوف,اداسی,حیرت,خوشی
خیال یارکے صدقے کیسا میٹھا میٹھا درد ہے خیال یار میں دلفریب سی اذیت یوں جیسے دل اس کی مٹھی میں جکڑا ہوا ہے,0,0,0,1,1,0
حکومت کا ادھا یوٹرن شرم کرو حیا کرو مرزائیوں کی بیغیرتی کی انتہا ہے ہم کیا آپ لوگوں کی دھمکیوں سے ڈر جائیں گے سوچن,1,1,0,0,0,0
مودی ڈر گیا مودی ڈر گیا مودی ڈر گیا,0,0,0,0,0,0
حیرت ہے مولانا فضل الرحمن باہر کی ہر چیز کو پاکستان کے خلاف یہودی سازش سمجھتے ہیں لیکن پانامہ کے کرپشن سے بھرے اکاؤ,0,1,0,0,1,0
شہباز شریف نکا بھائی سال کا نواز شریف وڈا بھائی سال کا نواز شریف امیر باپ کا بیٹا شہباز شر,1,0,0,0,0,0
اس وقت بھی شلوار پہنے سے نفرت تھی یا کے بعد اتری ہے,1,1,0,0,0,0
ساحر لدھیانوی مایوس تو ہوں وعدےسےترے کچھ آس نہیں کچھ آس بھی ہے میں اپنےخیالوں کےصدقے,0,0,0,1,0,0
ایک بوتل شراب کے لیئے قطار میں زندگی لے کر کھڑا ہوگیا موت کا ڈر تو ایک وہم تھا اج نشا زندگی سےبڑا ہو گیا,0,0,1,1,0,0
انکے گھر کا پتا ریا ھے بھارت مے جو چنرا دیا جاتا ھے وھ مسلمانو کے پاس نھی پھچتا سب پیسا,0,0,0,1,0,0
زرداری کے ہوتے بہت مشکل ہے ویسے اگر یہ چاہیں تو زرداری کی زندگی جہنم بنا سکتے ہیں مجھے ناہید خان سے امید تھی کہ وہ,1,1,0,0,0,0
دیکھ اے شخص محبت تو بڑی دُور کی بات تُجھ سے نفرت بھی نہیں دُکھ بھی نہیں کُچھ بھی نہیں بزمشاعری,1,0,0,1,0,0
باباجی کہتے ہیں اب خوشی ملی بھی تو رکھو گا کہاں آنکھوں میں حسرتیں تو ہیں پر دل میں وہ سامنے بیٹھی چڑیل🤭😂😂😂 یہ بات کہہ کر بابا جی 🏃🏃🏃,0,0,0,0,0,1
کوئی تو چشمِ مصور کے رنگ بھی دیکھے ہر ایک حیرت حسنِ تراش میں گم ہے,0,0,0,1,1,0
سمندری سے اٹھا قاںٔد سمندر پار جاپہنچا تھی سحری جیل میں اُس کی تو افطاری تھی جنت میں,0,0,0,0,0,1
اب تو خوشی کا غم ہے نہ غم کی خوشی مجھے بے حس بنا چکی ہے بہت زندگی مجھے,0,0,0,1,0,0
ساتھی جو تھے ہمارے کیا ڈر گئے ہیں یارو اہلِ ضمیر سارے کیا مر گئے ہیں یارو انسانیت کہاں ہے انسانو کچھ تو بولو کشمیر,0,0,0,1,0,0
ان جاھل مسلمانوں نے غیر ارادی طور پر پاکستانی احمدی مسلمانوں کی بڑی مدد کی وحشت درندگی نفرت تشدد اور قت,1,1,0,1,0,0
ہمیں آپ کی بات سے حيرت ہو رہی ہے😊یعنی آپ کو پتا نہیں کہ دوپٹہ سر پر لیا جاتا ہے اور ع,0,0,0,1,1,0
اگر ہم نے آج ڈر کے مارے بزدلی کی چوڑیاں پہن لیں تو ہماری نسلیں ظالموں سے کانپیں گی 🖋ارطغرل,1,1,0,1,0,0
دوستی کا بھرم رکھتے کہا کہ یار چائے پلوا دو بہت طلب ہو رہی ہے بچے حیرت میں تھے تو خود ہی تھوڑا بات گھما کر بتلایا ک,0,0,0,0,0,0
بارش نہیں جائے گی اور نا ہی اداسی اور اب مجھے ان پہ غصہ آ رہا جو مجھ سے بات نہیں کرتے کبھی بھی سبکو بلاک کرونگی دیکھنا,0,0,0,1,1,1
ظلم بچے جن رہا ہے کوچہ و بازار میں عدل کو بھی صاحب اولاد ہونا چاہئے عدم انصاف اس معاشرے کا اصل المیہ ہے اور مجھے ڈ,1,1,0,0,0,0
موت سے نہ ڈرتا تھا بچّوں سے ڈر گیا ایک دن مزدور جب خالی ہاتھ گھر گیا  🇵🇰  ,0,0,1,1,0,0
اس آدمی کی بات پے کون یقین کرے گا جو نیازی کو خوشی سے بتا رہا تھا پی ٹی وی کے اندر ڈانڈا برد,0,1,0,1,1,0
یہ جو تیرے ہونٹوں پہ اداسی ہے اور آنکھوں میں نمی ہے بکری کا دودھ پیا کرو کیلشیم کی کمی ہے ہر چیز کا زمے دار عشق نہیں ہوتا🙈,0,0,0,0,0,1
سنو🙊 مجھے ہر اُس چیز سے نفرت ہے جو تمہاری توجہ ایک لمحہ کے لیے بھی مجھ سے ہٹا دے💫,0,0,0,1,0,0
سندھ خصوصا کراچی میں لاکڈاون کی خلاف ورزی پر عوام سے جسطرح کا غیر انسانی اور غیر اخلاقی سلوک پولیس کی طرف سے ہو رہا,0,1,0,1,0,0
آفاق انکل کو میں جانتا تھا بہت اچھے انسان عزیر بھائی کو پتہ نہیں کیا ہوگیا کس قسم کی,0,0,0,0,1,0
نفرت کوفروغ دینےوالی میڈیاپرکاروائی کیوں نہیں کی جارہی ہےسماجی بائیکاٹ کرنے والوں پرایف آئی آرکیوں نہیںتبلیغی جما,1,1,0,1,0,0
میری اُجرت میری محنت سے زیادہ کیوں ہے میرے مُحسن تیرے احسان سے ڈر لگتا ہے,0,0,0,1,0,0
جس شہر سے آپ کو محبت ملے وہاں دوبارہ جانے پر اکثر اداسی ملتی ہے,0,0,0,1,0,0
میر شکیل اس ملک کا مافیا ہے اصل مافیا جسے ڈائریکٹ یہود و ہنود سے پیسا ملتا ہے اگر ایک میر شکیل کو پھانسی دے دے تو ی,1,1,0,0,0,0
کوئی شکریہ نہیں جانی یہ ہم سب کا آپس کا پیار ہے اور تم ہمہیں بہت پیاری ہو اسی لئے خوشی کی خوشی می,0,0,0,0,0,1
حیرت ہے تم کو دیکھ کر مسجد میں اے خمار کیا بات ہوگئ جو خدا یاد آگیا,0,0,0,0,1,0
ارشاد باری تعالیٰ سنو جو بھی اپنے آپ کو خلوص کے ساتھ اللہ کے سامنے جھکا دے بیشک اسے اس کا رب پور,0,0,0,0,0,0
آ کے گلے سے لگایا انہوں نے نصیب سے ہمیں تو حیرت ہوئی ادا کیا دیکھتے,0,0,0,0,1,0
گرفتارِ مصیبت ہیں مسلماں ہیں یہ مسلماں عنایت ان پے کردے یا الٰہی عنایت کردے عطا کر زور کمزوروں کو یا رب زور انہیں,0,0,0,0,0,0
کیا واقعی ان کو شرم آ گئ اللہ استقامت دے کہیں باجوے کے ڈنڈے سے ڈر نہ جائیں,1,1,0,1,0,0
سب سے پہلے اور سب سے زیادہ خوشی سعدیہ افضال نے منائی,0,0,0,0,1,1
مجھے لفظ نفرت بالکل پسند نہیں ہے,0,0,0,0,0,1
مجھ کو سکھاؤ کوئی آداب اداسی کے ادبکاسفر,0,0,0,1,0,0
یہ وقت ہے عرب کو بتانے کا کے جس پاکستان سے تم نفرت کرتے ھو آج یہی پاکستان تمارے,0,0,0,1,1,0
اداسی روح کے اندر کہیں تمھارا نام لے کر سو گئی ہے,0,0,0,1,1,0
کرونا تو لگتا اپنا اثر ہی کھوگیا ہے جس طرح لوگوں نے ایکدوسرے سے ملنا جلنا شروع کردیا ہے😉 ہمارے پڑوس میں کل دعوت ت,0,0,0,0,1,0
برلن جی سی این جرمنی نے تمام مساجد مئی ء سے کھولنے کا فیصلہ کر لیاہےجرمن خبر رساں ادارے کے مطابق حکومت نے م,0,0,0,0,0,1
حیرت ہے کے تعلیم و ترقی میں وہ قوم ہے پیچھے جس قوم کا آغاز ِاقرا ُسے ھوا تھا,0,0,0,1,1,0
اتنا خوف ٹی ایل پی سے کس لیے آخر کیا وجہ تھی کہ تحریک لبیک کے اکاؤنٹس کو سسپینڈ کروانا پڑا,0,0,1,0,0,0
دل میں پھر سے خوشیوں کا پیغام آ رھا ھے ھم سے ملنے بہت پیارا مہمان آ رھا ھے یہ جان کر ھم خوشی سے سرشار ھو گۓ ھ,0,0,0,0,0,1
زمانے کے اشاروں پر اداسی کے کناروں پر کبھی ویران صحرا میں کبھی بے جان لمحوں میں مجھے تم یاد آتی ہو,0,0,0,1,0,0
کتنی خوشی ملتی ہے ان صحافیوں کو ٹرمپ سے فون پر عمران کی بات ہوئی اچھی ڈیوٹی پر ہیں آپ لوگ چھاپو نوٹ چھاپو,0,0,0,0,1,0
جو تھوڑی دیر پہلے خوشی میں تٙبلے بجا رہے تھے جن کے چہروں پر مسکراہٹ نہیں ختم ہو رہی تھی عمران احمد خان نیازی کا سی,0,0,0,0,1,0
دل لگایا تھا دل لگی کے لیے بن گیا روگ زندگی کے لیے ساری دنیا کی تہمتیں لے لیں صرف اک تیری دوستی کے لیے جو نہ کرنا,0,0,0,1,0,0
ان شاء اللہ آؤں گا بس دل پہ مت لینا اور غُصہ نہ کرنا پھول رکھئے آپکے لئے ہیں 💐💐,0,0,0,0,0,1
اس گلی کے ستائے لوگوں نے اس گلی کو ھی گھر بنا لیا ھے لوگ پروا بھی جسکی کرتے نہیں اس کو بھی تو نے ڈر بنا لیا ھے,0,0,0,1,0,0
فقط یہ جان لینا کہ یہ میرے ہاتھ ہیں یہ میرے پاؤں ہیں یہ میری ہڈیاں ہیں اور یہ میرا جسم ہے اپنی ذات کی شناخت تو,0,0,0,0,0,0
حیرت ہے کبھی کسی بالغ ہندو لڑکے نے اسلام قبول کر کے کسی مسلم لڑکی سے آج تک شادی نہیں کی لیکن نا بالغ وکمسن ہندو لڑک,0,0,0,0,1,0
ہم کو انکی فیملی سے نہیں انکے لالچ سے نفرت ھے اللہ نے اتنا کچھ دیا پر بھی لوٹ مار😇,1,0,0,1,0,0
مجھے دراصل ٹی وی کا زرا بھی شوق نہیں گھر کے کاموں سے فرصت ملے تو نیشنل جیوگرافک ڈسکوری یا پھر کارٹون ہ,0,0,0,0,0,0
__مُخْـتَصَـر پُر اَثَـر🌱 نصیب لکھنے والا جب اللّه ہے پھر لوگوں کا اور دنیا کا ڈر کیسا اِرشَاد نُـورِی,0,0,0,0,0,1
ڈر نہیں بادام سے اخروٹ سے بچ نہیں پاؤ گے اس کی چوٹ سے اس کو چھونا بھی نہیں ہے کارونا پھیل سکتا ہے کرنسی نوٹ سے زھرا,0,0,0,0,0,1
شہید محرم علی کا تعلق موچی دروازہ لاہور سے تھا شہید بہ ظاہر زیادہ پڑھے لکھے نہیں تھے مگر انکے دل میں قوم و ملت,0,0,0,1,0,0
وہ لوگ جو ہمیں مرتا دیکھ کر یا روتے ہوئے کو دیکھ کر فقط ہنس دیتے ہیں ہم اُن کی خاطر ہم اپنے جذباتوں کو یا تو باہر,0,0,0,1,0,0
اگر بھارت اپنى تمام افواج ليکر سرحدوں پر آ جاتا تو ہم ڈر کر گھروں ميں نہيں بيٹھ جاتے ليکن ايک وايرس نے ہميں بٹھا د,0,1,0,0,1,0
مریضوں کے اندر آٰئسولیشن کا خوف موجود ہے جسے ختم کرنا ہوگا ڈاکٹر سیمی جمالی مزید تازہ ترین خبروں کےلئے یوٹیوب چین,0,0,1,1,0,0
با وضو ہو کے روئیے صاحب کیجیئے احترام اُداسی کا منمنت,0,0,0,1,0,0
مرشد ہمارا خوابِ محبت بکھر گیا مرشد وہ ایک شخص بھی دل سے اتر گیا مرشد کسی کا ہجر ستاتا,0,0,0,1,0,0
ہجوم دیکھ کے رستہ نہیں بدلتے ہم کسی کے ڈر سے تقاضا نہیں بدلتے ہم ہزار زیر قدم راستہ ہو خاروں کا جو چل پڑیں تو اراد,0,0,0,0,0,1
عارف وزیر کو ایک دفعہ بھی چھاپے کے دوران گرفتار نہیں کیا بلکہ وہ خود گرفتاری دیا کرتا تھا جب اُن کو سمجھ آئی کہ عا,0,0,0,1,0,0
انسان کے پاس خوش رہنےکے ہزاروں جواز ہوتے ہیں مگروہ اداسی کی ایک ضرب سے ان سب کا قتل کر دیتاہے کرونا,0,0,0,1,0,0
اور اب انکا اپنا سوفٹ ویئر اپڈیٹ ہو چکاہے کیونکہ مذہب پہ سیدھا نہیں بھونک سکتے اس لئے مذہب کے خلاف نفرت اگلنے کے ل,1,1,0,0,0,0
نسیب میں وہ لگتے نہیں ہیں اپنی خامیوں سے جو حسیں ہیں ابھی نہیں کھبی نہیں سبھی سہی ہو سکتے ؑؑغیروں کی باتوں میں نا,0,0,1,1,0,0
کوکین پینے والے کو کرونا وائرس نہیں ہوسکتا مراد سعید خوشی سے پاگل,0,0,0,0,0,1
مجھے حیرت ہے کہ سندھ کے وزیراعلی کے بہنوئ مہدی شاہ کورونا سے فوت ہو گئے اور سندھ حکومت کہتی,0,0,0,1,1,0
مفت میں نہیں سیکھا اداسی میں مسکرانے کا ہنر ہم نے بدلے میں زندگی کی,0,0,0,1,0,0
قبر کا خوف نہ رکھنا اے دل وہاں سرکار صلی اللہ علیہ وآلہ وسلم کی زیارت ہو گی انشاء اللّه انشاء اللّه انشاء اللّه,0,0,0,0,0,1
شکر ہے وہ نظر تو آنے لگی یہ اداسی کہیں ٹھکانے لگی چھپ کے ملنا بھی رائیگاں ہی گیا اس کی خوشبو بدن سے آنے لگی کفیل رانا,0,0,0,1,0,0
اس اداسی میں مجھے درس نہ دے حوصلہ دے تو مجھے راگ سنا راگ تلاوت نہ سنا,0,0,0,1,1,0
میری میت پہ آئی وہ تیار ہوکے اُٹھ گیا میں جوان ہوکے اُس کو بنا میک اپ دیکھ کے میں ڈر گیا چھت سے گرا اور مرگیا,0,0,1,0,0,1
سُدھر جائے میڈیا آنے لگا ہے اِن دِنوں غُصہ مشین پر کہتا ہے دل کہ پھینک دوں ٹی وی زمین پر جعلی خبر کا چار,1,0,0,0,0,0
رمضان آنے والا ہے گالیوں سے پرہیز کرے اگر کسی پہ غصہ زیادہ ہوتو بول دے میں تم پہ بار نواز شریف بھیجتا ہو,1,0,0,0,0,0
بہت اداسی ہے,0,0,0,1,0,0
صرف وہی کرو جو تمہیں کرنا چاہیے وہ نہ کرو جو تمہاری خواہش ہے اور جس پر تمہارا جی راضی ہےپہلے پہل اس میں دقت ہوگی,0,0,0,1,1,0
اس خوشی کا حساب کیسے ہو وہ پوچھے جناب کیسے ہو,0,0,0,0,1,1
نا کورونا کا ڈر تھا نا سوشل ڈسٹنسنگ بڑی خوبصورت تھی وہ زندگانی یہ عمرونا بھی لے لو مرادو بھی لے لو بھلے چھین لو مج,1,1,0,0,0,0
یہ ہیں وہ ہیرو جن کی کفار بھی گواہی دیتے تھے کے ان کا پاس جانے سے بھی ڈر لگتا ہے,0,0,1,0,0,0
ہے کمینہ جھوٹا تو ڈر کص بات کا قادیانیتسےپاکپاکستان قادیانیتکاپھیلاونیازیکاایجنڈا,1,1,0,0,0,0
کھول کر بولے کدھر سے ایا اور کس نے دیا تاکہ اپ کا بھی اصلی چہرے کا قوم کو پتہ چلے جب فوج کے خلاف بولنا ھے تو کھول,1,1,0,0,0,0
اس دن تو کہا تھا کہ پانچ وقت نماز پڑھنے لگے ہو پر اداسی کیسی سجدے والے بھی بھلا اداس ہوتے ہیں کیا ناں کرو,0,0,0,1,1,0
بھیک مانگنے والا وزیر اعظم اس قوم کے لئے باعث شرم ہے اس شخص کے پاس ہر مسلے کا حل صرف بھیک مانگنا,0,1,0,1,0,0
